,id,age,sex,city,country,followers_count,last_seen,costs_to_rur,games
1048,421798,40,мужской,феодосия,россия,141,03.09.2022,25000.0,League of Legends
1049,424635,19,мужской,санкт-петербург,россия,489,03.09.2022,25000.0,Dota 2
1050,425101,45,мужской,москва,россия,38,03.09.2022,25000.0,Dota 2
1051,425190,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
1052,425781,45,мужской,санкт-петербург,россия,151,03.09.2022,25000.0,FIFA
1053,426949,38,женский,улан-удэ,россия,2271,24.06.2022,25000.0,FIFA
1054,430635,23,мужской,москва,россия,176,01.08.2022,25000.0,FIFA
1055,430812,34,мужской,санкт-петербург,россия,,01.09.2022,25000.0,FIFA
1056,431818,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
1057,432366,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
1058,432520,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
1059,433234,45,женский,санкт-петербург,россия,128,01.09.2022,25000.0,FIFA
1060,433756,23,мужской,санкт-петербург,россия,1093,03.09.2022,25000.0,League of Legends
1061,434307,19,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
1062,434428,23,мужской,домодедово,россия,359,03.09.2022,25000.0,League of Legends
1063,434610,40,женский,южноуральск,россия,4846,03.09.2022,25000.0,League of Legends
1064,435659,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
1065,436035,23,мужской,санкт-петербург,россия,300,03.09.2022,25000.0,League of Legends
1066,436827,23,мужской,москва,россия,405,03.09.2022,25000.0,StarCraft 2
1067,436827,23,мужской,москва,россия,405,03.09.2022,25000.0,Warface
1068,436827,23,мужской,москва,россия,405,03.09.2022,25000.0,Free Fire
1069,436957,36,мужской,санкт-петербург,россия,266,03.09.2022,25000.0,StarCraft 2
1070,436957,36,мужской,санкт-петербург,россия,266,03.09.2022,25000.0,Warface
1071,436957,36,мужской,санкт-петербург,россия,266,03.09.2022,25000.0,Free Fire
1072,437570,42,мужской,budva,черногория,111,02.09.2022,159450.0,StarCraft 2
1073,437570,42,мужской,budva,черногория,111,02.09.2022,159450.0,Warface
1074,437570,42,мужской,budva,черногория,111,02.09.2022,159450.0,Free Fire
1075,437684,40,мужской,санкт-петербург,россия,214,03.09.2022,25000.0,StarCraft 2
1076,437684,40,мужской,санкт-петербург,россия,214,03.09.2022,25000.0,Warface
1077,437684,40,мужской,санкт-петербург,россия,214,03.09.2022,25000.0,Free Fire
1078,438351,19,мужской,череповец,россия,315,03.09.2022,25000.0,StarCraft 2
1079,438351,19,мужской,череповец,россия,315,03.09.2022,25000.0,Warface
1080,438351,19,мужской,череповец,россия,315,03.09.2022,25000.0,Free Fire
1081,439184,19,мужской,москва,россия,125,03.09.2022,25000.0,StarCraft 2
1082,439184,19,мужской,москва,россия,125,03.09.2022,25000.0,Warface
1083,439184,19,мужской,москва,россия,125,03.09.2022,25000.0,Free Fire
1084,439338,38,мужской,калининград,россия,1007,03.09.2022,25000.0,StarCraft 2
1085,439338,38,мужской,калининград,россия,1007,03.09.2022,25000.0,Warface
1086,439338,38,мужской,калининград,россия,1007,03.09.2022,25000.0,Free Fire
1087,440757,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
1088,440757,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
1089,440757,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
1090,441358,40,мужской,санкт-петербург,россия,1248,01.09.2022,25000.0,Dota Underlords
1091,441539,32,женский,санкт-петербург,россия,258,03.09.2022,25000.0,Dota Underlords
1092,442245,45,мужской,черновцы,украина,,04.07.2022,50000.0,Overwatch
1093,442429,45,мужской,санкт-петербург,россия,678,03.09.2022,25000.0,Overwatch
1094,442465,35,мужской,ессентуки,россия,294,03.09.2022,25000.0,Overwatch
1095,442477,38,мужской,санкт-петербург,россия,745,03.09.2022,25000.0,Overwatch
1096,443131,33,мужской,санкт-петербург,россия,232,03.09.2022,25000.0,Dota Underlords
1097,443214,19,мужской,санкт-петербург,россия,61,03.09.2022,25000.0,Apex Legends
1098,445612,22,мужской,москва,россия,894,03.09.2022,25000.0,Apex Legends
1099,446693,37,мужской,москва,россия,118,03.09.2022,25000.0,Apex Legends
1100,447376,35,мужской,москва,россия,,28.08.2022,25000.0,Apex Legends
1101,447742,37,мужской,москва,россия,,03.09.2022,25000.0,Apex Legends
1102,448504,35,мужской,санкт-петербург,россия,201,29.08.2022,25000.0,Apex Legends
1103,448757,22,мужской,город не указан,казахстан,566,03.09.2022,1295000.0,Apex Legends
1104,449233,37,женский,москва,россия,1831,02.09.2022,25000.0,PUBG
1105,449504,19,мужской,город не указан,россия,254,03.09.2022,25000.0,PUBG
1106,449838,23,женский,москва,россия,1785,01.09.2022,25000.0,Warcraft III
1107,450296,33,женский,москва,россия,982,23.08.2022,25000.0,Warcraft III
1108,450572,35,мужской,санкт-петербург,россия,51,03.09.2022,25000.0,Dota 2
1109,450640,45,мужской,нижний новгород,россия,623,03.09.2022,25000.0,Dota 2
1110,451053,36,мужской,санкт-петербург,россия,233,01.09.2022,25000.0,Dota 2
1111,451222,39,мужской,санкт-петербург,россия,526,03.09.2022,25000.0,Dota 2
1112,451688,38,мужской,сургут,россия,,03.09.2022,25000.0,Dota 2
1113,451691,38,мужской,город не указан,россия,,03.09.2022,25000.0,Warcraft III
1114,452615,35,мужской,набережные челны,россия,1125,03.09.2022,25000.0,Warcraft III
1115,453086,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warcraft III
1116,453157,35,мужской,санкт-петербург,россия,466,03.09.2022,25000.0,Warcraft III
1117,454005,35,мужской,санкт-петербург,россия,57,03.09.2022,25000.0,PUBG
1118,454689,40,мужской,санкт-петербург,россия,113,03.09.2022,25000.0,PUBG
1119,455142,38,мужской,чебоксары,россия,,03.09.2022,25000.0,PUBG
1120,455695,39,мужской,симферополь,россия,,03.09.2022,25000.0,Fortnite
1121,456230,38,мужской,город не указан,россия,,03.09.2022,25000.0,Fortnite
1122,456347,19,мужской,город не указан,россия,104,03.09.2022,25000.0,Fortnite
1123,456431,36,мужской,москва,россия,,03.09.2022,25000.0,Fortnite
1124,458387,42,мужской,санкт-петербург,россия,114,03.09.2022,25000.0,Fortnite
1125,460307,39,мужской,великий новгород,россия,181,03.09.2022,25000.0,StarCraft 2
1126,460307,39,мужской,великий новгород,россия,181,03.09.2022,25000.0,Warface
1127,460307,39,мужской,великий новгород,россия,181,03.09.2022,25000.0,Free Fire
1128,461360,39,мужской,москва,россия,,03.09.2022,25000.0,StarCraft 2
1129,461360,39,мужской,москва,россия,,03.09.2022,25000.0,Warface
1130,461360,39,мужской,москва,россия,,03.09.2022,25000.0,Free Fire
1131,463427,42,мужской,всеволожск,россия,97,03.09.2022,25000.0,StarCraft 2
1132,463427,42,мужской,всеволожск,россия,97,03.09.2022,25000.0,Warface
1133,463427,42,мужской,всеволожск,россия,97,03.09.2022,25000.0,Free Fire
1134,466752,25,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
1135,466752,25,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
1136,466752,25,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
1137,467833,45,мужской,санкт-петербург,россия,252,03.09.2022,25000.0,StarCraft 2
1138,467833,45,мужской,санкт-петербург,россия,252,03.09.2022,25000.0,Warface
1139,467833,45,мужской,санкт-петербург,россия,252,03.09.2022,25000.0,Free Fire
1140,468275,37,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
1141,468275,37,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
1142,468275,37,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
1143,468460,39,мужской,санкт-петербург,россия,42,03.09.2022,25000.0,StarCraft 2
1144,468460,39,мужской,санкт-петербург,россия,42,03.09.2022,25000.0,Warface
1145,468460,39,мужской,санкт-петербург,россия,42,03.09.2022,25000.0,Free Fire
1146,468804,43,женский,геленджик,россия,263,26.08.2022,25000.0,StarCraft 2
1147,468804,43,женский,геленджик,россия,263,26.08.2022,25000.0,Warface
1148,468804,43,женский,геленджик,россия,263,26.08.2022,25000.0,Free Fire
1149,468869,35,мужской,новосибирск,россия,211,03.09.2022,25000.0,StarCraft 2
1150,468869,35,мужской,новосибирск,россия,211,03.09.2022,25000.0,Warface
1151,468869,35,мужской,новосибирск,россия,211,03.09.2022,25000.0,Free Fire
1152,468965,45,женский,санкт-петербург,россия,846,03.09.2022,25000.0,PUBG
1153,468965,45,женский,санкт-петербург,россия,846,03.09.2022,25000.0,Hearthstone
1154,468965,45,женский,санкт-петербург,россия,846,03.09.2022,25000.0,Overwatch
1155,470082,36,мужской,город не указан,россия,142,27.08.2022,25000.0,PUBG
1156,470082,36,мужской,город не указан,россия,142,27.08.2022,25000.0,Hearthstone
1157,470082,36,мужской,город не указан,россия,142,27.08.2022,25000.0,Overwatch
1158,470476,38,мужской,санкт-петербург,россия,169,30.08.2022,25000.0,PUBG
1159,470476,38,мужской,санкт-петербург,россия,169,30.08.2022,25000.0,Hearthstone
1160,470476,38,мужской,санкт-петербург,россия,169,30.08.2022,25000.0,Overwatch
1161,471037,45,мужской,выборг,россия,104,03.09.2022,25000.0,PUBG
1162,471037,45,мужской,выборг,россия,104,03.09.2022,25000.0,Hearthstone
1163,471037,45,мужской,выборг,россия,104,03.09.2022,25000.0,Overwatch
1164,471148,45,мужской,город не указан,россия,32,03.09.2022,25000.0,PUBG
1165,471148,45,мужской,город не указан,россия,32,03.09.2022,25000.0,Hearthstone
1166,471148,45,мужской,город не указан,россия,32,03.09.2022,25000.0,Overwatch
1167,473411,38,женский,город не указан,россия,,01.07.2022,25000.0,PUBG
1168,473411,38,женский,город не указан,россия,,01.07.2022,25000.0,Hearthstone
1169,473411,38,женский,город не указан,россия,,01.07.2022,25000.0,Overwatch
1170,473821,19,мужской,санкт-петербург,россия,247,01.09.2022,25000.0,PUBG
1171,473821,19,мужской,санкт-петербург,россия,247,01.09.2022,25000.0,Hearthstone
1172,473821,19,мужской,санкт-петербург,россия,247,01.09.2022,25000.0,Overwatch
1173,473951,45,женский,москва,россия,432,03.09.2022,25000.0,PUBG
1174,473951,45,женский,москва,россия,432,03.09.2022,25000.0,Hearthstone
1175,473951,45,женский,москва,россия,432,03.09.2022,25000.0,Overwatch
1176,474036,45,мужской,санкт-петербург,россия,441,03.09.2022,25000.0,StarCraft 2
1177,474036,45,мужской,санкт-петербург,россия,441,03.09.2022,25000.0,Warface
1178,474036,45,мужской,санкт-петербург,россия,441,03.09.2022,25000.0,Free Fire
1179,475189,44,мужской,одесса,украина,314,02.09.2022,50000.0,StarCraft 2
1180,475189,44,мужской,одесса,украина,314,02.09.2022,50000.0,Warface
1181,475189,44,мужской,одесса,украина,314,02.09.2022,50000.0,Free Fire
1182,475743,19,мужской,new york city,сша,106,03.09.2022,150000.0,StarCraft 2
1183,475743,19,мужской,new york city,сша,106,03.09.2022,150000.0,Warface
1184,475743,19,мужской,new york city,сша,106,03.09.2022,150000.0,Free Fire
1185,477983,24,мужской,город не указан,россия,185,03.09.2022,25000.0,StarCraft 2
1186,477983,24,мужской,город не указан,россия,185,03.09.2022,25000.0,Warface
1187,477983,24,мужской,город не указан,россия,185,03.09.2022,25000.0,Free Fire
1188,478048,35,мужской,сочи,россия,,03.09.2022,25000.0,Dota Underlords
1189,478048,35,мужской,сочи,россия,,03.09.2022,25000.0,Quake Champions
1190,478048,35,мужской,сочи,россия,,03.09.2022,25000.0,Heroes of the Storm
1191,478157,36,мужской,москва,россия,225,03.09.2022,25000.0,Dota Underlords
1192,478157,36,мужской,москва,россия,225,03.09.2022,25000.0,Quake Champions
1193,478157,36,мужской,москва,россия,225,03.09.2022,25000.0,Heroes of the Storm
1194,478631,19,женский,санкт-петербург,россия,1518,03.09.2022,25000.0,Dota Underlords
1195,478631,19,женский,санкт-петербург,россия,1518,03.09.2022,25000.0,Quake Champions
1196,478631,19,женский,санкт-петербург,россия,1518,03.09.2022,25000.0,Heroes of the Storm
1197,479813,35,женский,алматы,казахстан,162,31.03.2019,1295000.0,Dota Underlords
1198,479813,35,женский,алматы,казахстан,162,31.03.2019,1295000.0,Quake Champions
1199,479813,35,женский,алматы,казахстан,162,31.03.2019,1295000.0,Heroes of the Storm
1200,480504,41,мужской,санкт-петербург,россия,163,03.09.2022,25000.0,Dota Underlords
1201,480504,41,мужской,санкт-петербург,россия,163,03.09.2022,25000.0,Quake Champions
1202,480504,41,мужской,санкт-петербург,россия,163,03.09.2022,25000.0,Heroes of the Storm
1203,481410,35,мужской,якутск,россия,166,12.08.2022,25000.0,Dota Underlords
1204,481410,35,мужской,якутск,россия,166,12.08.2022,25000.0,Quake Champions
1205,481410,35,мужской,якутск,россия,166,12.08.2022,25000.0,Heroes of the Storm
1206,483568,45,женский,москва,россия,254,03.09.2022,25000.0,Dota Underlords
1207,483568,45,женский,москва,россия,254,03.09.2022,25000.0,Quake Champions
1208,483568,45,женский,москва,россия,254,03.09.2022,25000.0,Heroes of the Storm
1209,483743,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
1210,483743,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Valorant
1211,483743,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Apex Legends
1212,483885,35,мужской,москва,россия,,02.09.2022,25000.0,League of Legends
1213,483885,35,мужской,москва,россия,,02.09.2022,25000.0,Valorant
1214,483885,35,мужской,москва,россия,,02.09.2022,25000.0,Apex Legends
1215,484604,45,женский,туапсе,россия,10611,03.09.2022,25000.0,League of Legends
1216,484604,45,женский,туапсе,россия,10611,03.09.2022,25000.0,Valorant
1217,484604,45,женский,туапсе,россия,10611,03.09.2022,25000.0,Apex Legends
1218,484821,36,мужской,санкт-петербург,россия,82,03.09.2022,25000.0,League of Legends
1219,484821,36,мужской,санкт-петербург,россия,82,03.09.2022,25000.0,Valorant
1220,484821,36,мужской,санкт-петербург,россия,82,03.09.2022,25000.0,Apex Legends
1221,484917,19,женский,выборг,россия,,03.09.2022,25000.0,League of Legends
1222,484917,19,женский,выборг,россия,,03.09.2022,25000.0,Valorant
1223,484917,19,женский,выборг,россия,,03.09.2022,25000.0,Apex Legends
1224,485158,19,мужской,санкт-петербург,россия,139,17.12.2021,25000.0,League of Legends
1225,485158,19,мужской,санкт-петербург,россия,139,17.12.2021,25000.0,Valorant
1226,485158,19,мужской,санкт-петербург,россия,139,17.12.2021,25000.0,Apex Legends
1227,485542,45,мужской,санкт-петербург,россия,133,03.09.2022,25000.0,League of Legends
1228,485542,45,мужской,санкт-петербург,россия,133,03.09.2022,25000.0,Valorant
1229,485542,45,мужской,санкт-петербург,россия,133,03.09.2022,25000.0,Apex Legends
1230,485618,37,женский,москва,россия,255,03.09.2022,25000.0,Warface
1231,486075,35,мужской,якутск,россия,144,03.09.2022,25000.0,Warface
1232,487796,36,мужской,баку,азербайджан,27,03.09.2022,50000.0,Hearthstone
1233,489364,36,мужской,севастополь,россия,,03.09.2022,25000.0,Hearthstone
1234,491053,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Hearthstone
1235,491799,22,мужской,город не указан,россия,229,03.09.2022,25000.0,Hearthstone
1236,492175,22,мужской,санкт-петербург,россия,369,03.09.2022,100000.0,FIFA
1237,493662,22,мужской,город не указан,россия,,26.08.2022,100000.0,FIFA
1238,493995,41,мужской,москва,россия,36,03.09.2022,100000.0,FIFA
1239,494115,37,мужской,южно-сахалинск,россия,107,03.09.2022,100000.0,FIFA
1240,494972,22,мужской,североморск,россия,,03.09.2022,25000.0,FIFA
1241,495400,37,мужской,санкт-петербург,россия,,30.08.2022,25000.0,FIFA
1242,495409,45,мужской,нижняя язьва,россия,579,03.09.2022,25000.0,Hearthstone
1243,495429,45,мужской,санкт-петербург,россия,256,03.09.2022,25000.0,Hearthstone
1244,496271,40,мужской,москва,россия,1461,03.09.2022,25000.0,League of Legends
1245,497036,39,мужской,санкт-петербург,россия,152,02.09.2022,25000.0,League of Legends
1246,497414,33,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
1247,498213,45,мужской,санкт-петербург,россия,40,03.09.2022,25000.0,League of Legends
1248,498240,45,мужской,москва,россия,102,03.09.2022,25000.0,League of Legends
1249,498881,32,мужской,санкт-петербург,россия,112,03.09.2022,25000.0,League of Legends
1250,500422,22,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
1251,500515,32,мужской,город не указан,россия,2818,03.09.2022,25000.0,League of Legends
1252,748142844,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Warface
1253,748135192,25,мужской,город не указан,россия,13,03.09.2022,25000.0,Warface
1254,748126413,24,мужской,город не указан,россия,,03.09.2022,25000.0,Warface
1255,748125116,24,женский,город не указан,россия,,03.09.2022,25000.0,Warface
1256,748029062,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Warface
1257,747946225,47,женский,город не указан,россия,,02.09.2022,25000.0,League of Legends
1258,747922136,25,мужской,город не указан,россия,9,03.09.2022,25000.0,League of Legends
1259,747871808,24,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
1260,747854551,21,мужской,город не указан,россия,2,03.09.2022,25000.0,League of Legends
1261,747825758,21,мужской,москва,россия,0,02.09.2022,25000.0,League of Legends
1262,747811029,55,мужской,город не указан,россия,0,03.09.2022,25000.0,League of Legends
1263,747806336,40,женский,город не указан,россия,,03.09.2022,25000.0,Valorant
1264,747791033,20,мужской,город не указан,россия,,01.09.2022,25000.0,Valorant
1265,747777665,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Valorant
1266,747738288,36,мужской,город не указан,россия,1,02.09.2022,25000.0,Valorant
1267,747683743,29,женский,город не указан,россия,0,03.09.2022,25000.0,Valorant
1268,747667589,25,мужской,москва,россия,,03.09.2022,25000.0,Dota 2
1269,747636634,22,мужской,кропоткин,россия,1,03.09.2022,25000.0,Dota 2
1270,747636600,31,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota 2
1271,747636323,24,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota 2
1272,747575358,47,мужской,город не указан,россия,,03.09.2022,25000.0,Fortnite
1273,747569139,34,мужской,екатеринбург,россия,0,02.09.2022,25000.0,Fortnite
1274,747557944,28,мужской,город не указан,россия,0,02.09.2022,25000.0,Fortnite
1275,747542327,26,женский,город не указан,россия,0,03.09.2022,25000.0,Fortnite
1276,747531778,45,мужской,красноярск,россия,0,03.09.2022,25000.0,Fortnite
1277,747530837,19,мужской,город не указан,россия,2,03.09.2022,25000.0,Fortnite
1278,747477624,30,мужской,город не указан,россия,2,03.09.2022,25000.0,Fortnite
1279,747470047,23,мужской,город не указан,россия,2,02.09.2022,25000.0,Fortnite
1280,747429679,18,мужской,брянск,россия,0,03.09.2022,25000.0,CS:GO
1281,747401163,19,женский,город не указан,россия,1,03.09.2022,25000.0,CS:GO
1282,747392133,31,мужской,казань,россия,0,03.09.2022,25000.0,CS:GO
1283,747388295,22,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
1284,747365108,26,мужской,stockholm,швеция,1,03.09.2022,159450.0,CS:GO
1285,747358395,16,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
1286,747357235,23,мужской,город не указан,россия,1,30.08.2022,25000.0,CS:GO
1287,747351902,45,мужской,город не указан,россия,3,03.09.2022,25000.0,CS:GO
1288,747340253,35,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
1289,747325093,26,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
1290,747310895,32,мужской,город не указан,россия,22,30.08.2022,25000.0,StarCraft 2
1291,747288284,24,мужской,город не указан,россия,,03.09.2022,25000.0,Apex Legends
1292,747253606,39,мужской,город не указан,сша,2,03.09.2022,150000.0,Apex Legends
1293,747220369,32,женский,красноярск,россия,1,03.09.2022,25000.0,Apex Legends
1294,747218713,23,мужской,москва,россия,2,03.09.2022,25000.0,Apex Legends
1295,747218216,24,мужской,город не указан,россия,6,01.09.2022,25000.0,Apex Legends
1296,747206531,33,мужской,город не указан,россия,,03.09.2022,25000.0,Apex Legends
1297,747193872,26,мужской,город не указан,россия,,03.09.2022,25000.0,Apex Legends
1298,747147642,24,мужской,город не указан,россия,35,03.09.2022,25000.0,StarCraft 2
1299,747128800,19,мужской,москва,россия,5,03.09.2022,25000.0,StarCraft 2
1300,747084182,24,мужской,город не указан,россия,2,03.09.2022,25000.0,StarCraft 2
1301,747081491,30,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
1302,747065835,24,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
1303,747061240,38,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
1304,747018991,20,мужской,город не указан,россия,0,30.08.2022,25000.0,PUBG
1305,747018991,20,мужской,город не указан,россия,0,30.08.2022,25000.0,Hearthstone
1306,747018991,20,мужской,город не указан,россия,0,30.08.2022,25000.0,Overwatch
1307,746983783,17,мужской,ижевск,россия,3,03.09.2022,25000.0,PUBG
1308,746983783,17,мужской,ижевск,россия,3,03.09.2022,25000.0,Hearthstone
1309,746983783,17,мужской,ижевск,россия,3,03.09.2022,25000.0,Overwatch
1310,746968357,22,мужской,новосибирск,россия,0,03.09.2022,25000.0,PUBG
1311,746968357,22,мужской,новосибирск,россия,0,03.09.2022,25000.0,Hearthstone
1312,746968357,22,мужской,новосибирск,россия,0,03.09.2022,25000.0,Overwatch
1313,746946049,25,мужской,город не указан,россия,,29.08.2022,75000.0,PUBG
1314,746946049,25,мужской,город не указан,россия,,29.08.2022,75000.0,Hearthstone
1315,746946049,25,мужской,город не указан,россия,,29.08.2022,75000.0,Overwatch
1316,746943829,17,мужской,город не указан,россия,3,03.09.2022,75000.0,PUBG
1317,746943829,17,мужской,город не указан,россия,3,03.09.2022,75000.0,Hearthstone
1318,746943829,17,мужской,город не указан,россия,3,03.09.2022,75000.0,Overwatch
1319,746933985,25,женский,самара,россия,10,02.09.2022,75000.0,PUBG
1320,746933985,25,женский,самара,россия,10,02.09.2022,75000.0,Hearthstone
1321,746933985,25,женский,самара,россия,10,02.09.2022,75000.0,Overwatch
1322,746918211,24,мужской,город не указан,россия,1,02.09.2022,75000.0,PUBG
1323,746918211,24,мужской,город не указан,россия,1,02.09.2022,75000.0,Hearthstone
1324,746918211,24,мужской,город не указан,россия,1,02.09.2022,75000.0,Overwatch
1325,746880350,21,мужской,город не указан,россия,0,03.09.2022,75000.0,League of Legends
1326,746880350,21,мужской,город не указан,россия,0,03.09.2022,75000.0,Valorant
1327,746880350,21,мужской,город не указан,россия,0,03.09.2022,75000.0,Apex Legends
1328,746850277,45,мужской,город не указан,россия,,03.09.2022,75000.0,League of Legends
1329,746850277,45,мужской,город не указан,россия,,03.09.2022,75000.0,Valorant
1330,746850277,45,мужской,город не указан,россия,,03.09.2022,75000.0,Apex Legends
1331,746803798,24,мужской,город не указан,россия,0,03.09.2022,75000.0,League of Legends
1332,746803798,24,мужской,город не указан,россия,0,03.09.2022,75000.0,Valorant
1333,746803798,24,мужской,город не указан,россия,0,03.09.2022,75000.0,Apex Legends
1334,746767369,21,мужской,город не указан,россия,0,29.08.2022,75000.0,League of Legends
1335,746767369,21,мужской,город не указан,россия,0,29.08.2022,75000.0,Valorant
1336,746767369,21,мужской,город не указан,россия,0,29.08.2022,75000.0,Apex Legends
1337,746758839,27,женский,город не указан,россия,,03.09.2022,25000.0,Warcraft III
1338,746726171,20,мужской,город не указан,россия,2,03.09.2022,25000.0,Warcraft III
1339,746705418,25,мужской,город не указан,россия,41,03.09.2022,25000.0,Warcraft III
1340,746700422,31,мужской,город не указан,россия,1,03.09.2022,25000.0,Warcraft III
1341,746679705,28,мужской,город не указан,россия,0,31.08.2022,25000.0,Warcraft III
1342,746668802,18,мужской,город не указан,россия,0,03.09.2022,25000.0,Warcraft III
1343,746583872,23,мужской,кашира,россия,1,01.09.2022,25000.0,Overwatch
1344,746573737,26,женский,new york city,сша,1,03.09.2022,250000.0,Overwatch
1345,746558851,19,мужской,ульяновск,россия,1,03.09.2022,25000.0,Overwatch
1346,746533922,104,мужской,город не указан,россия,0,03.09.2022,25000.0,Overwatch
1347,746529297,21,женский,город не указан,россия,0,25.08.2022,25000.0,Overwatch
1348,746525654,19,мужской,город не указан,россия,,03.09.2022,25000.0,Overwatch
1349,746398850,24,женский,гомель,беларусь,,03.09.2022,50000.0,Heroes of the Storm
1350,746363448,25,мужской,город не указан,россия,0,31.08.2022,25000.0,PUBG
1351,746359768,34,мужской,город не указан,россия,0,02.09.2022,25000.0,PUBG
1352,746344682,19,мужской,abu dhabi,объединенные арабские эмираты,,02.09.2022,250000.0,League of Legends
1353,746344124,24,мужской,город не указан,россия,,03.09.2022,25000.0,FIFA
1354,746342520,24,мужской,город не указан,россия,1,03.09.2022,25000.0,FIFA
1355,746326625,24,женский,город не указан,россия,160,03.09.2022,25000.0,FIFA
1356,746325906,24,женский,город не указан,россия,0,03.09.2022,25000.0,FIFA
1357,746315678,16,женский,город не указан,россия,70,03.09.2022,25000.0,FIFA
1358,746300593,35,мужской,город не указан,россия,1,26.08.2022,25000.0,FIFA
1359,746274066,27,мужской,санкт-петербург,россия,7,02.09.2022,25000.0,FIFA
1360,746259758,24,мужской,город не указан,россия,0,03.09.2022,25000.0,League of Legends
1361,746251604,34,женский,город не указан,россия,,01.09.2022,25000.0,League of Legends
1362,746250263,23,мужской,город не указан,россия,1,03.09.2022,25000.0,League of Legends
1363,746233025,31,мужской,город не указан,россия,10,03.09.2022,25000.0,League of Legends
1364,746224571,23,мужской,город не указан,россия,1,02.09.2022,25000.0,PUBG
1365,746183449,30,мужской,город не указан,россия,30,03.09.2022,25000.0,PUBG
1366,746172594,39,мужской,город не указан,россия,,03.09.2022,25000.0,PUBG
1367,746168357,48,мужской,город не указан,россия,4,03.09.2022,25000.0,PUBG
1368,746154711,26,мужской,город не указан,россия,2,24.08.2022,25000.0,PUBG
1369,746147991,25,мужской,город не указан,россия,,03.09.2022,25000.0,Heroes of the Storm
1370,746144995,29,мужской,город не указан,россия,1,02.09.2022,25000.0,Heroes of the Storm
1371,746130174,20,мужской,город не указан,россия,,03.09.2022,25000.0,Heroes of the Storm
1372,746119938,21,мужской,саратов,россия,2,03.09.2022,25000.0,Quake Champions
1373,746114659,23,мужской,калининград,россия,1,24.08.2022,25000.0,Free Fire
1374,746069246,17,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota Underlords
1375,746069246,17,мужской,город не указан,россия,0,03.09.2022,25000.0,Quake Champions
1376,746069246,17,мужской,город не указан,россия,0,03.09.2022,25000.0,Heroes of the Storm
1377,746010670,34,мужской,город не указан,россия,30,03.09.2022,25000.0,Dota Underlords
1378,746010670,34,мужской,город не указан,россия,30,03.09.2022,25000.0,Quake Champions
1379,746010670,34,мужской,город не указан,россия,30,03.09.2022,25000.0,Heroes of the Storm
1380,745990048,39,мужской,город не указан,россия,0,24.08.2022,25000.0,Dota Underlords
1381,745990048,39,мужской,город не указан,россия,0,24.08.2022,25000.0,Quake Champions
1382,745990048,39,мужской,город не указан,россия,0,24.08.2022,25000.0,Heroes of the Storm
1383,745972753,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota Underlords
1384,745972753,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Quake Champions
1385,745972753,22,мужской,город не указан,россия,0,03.09.2022,25000.0,Heroes of the Storm
1386,745944493,34,мужской,город не указан,россия,1,25.08.2022,25000.0,Dota Underlords
1387,745944493,34,мужской,город не указан,россия,1,25.08.2022,25000.0,Quake Champions
1388,745944493,34,мужской,город не указан,россия,1,25.08.2022,25000.0,Heroes of the Storm
