id,age,sex,city,country,followers_count,last_seen,costs_to_rur,games
240526,45,мужской,ростов-на-дону,россия,528,03.09.2022,25000.0,Hearthstone
241569,35,мужской,новочеркасск,россия,3,03.09.2022,25000.0,League of Legends
241652,37,мужской,leipzig,германия,731,03.09.2022,159450.0,League of Legends
241873,34,женский,санкт-петербург,россия,1659,02.05.2022,25000.0,League of Legends
241937,19,мужской,чебоксары,россия,198,02.09.2022,25000.0,League of Legends
241937,19,мужской,чебоксары,россия,198,02.09.2022,25000.0,Valorant
241937,19,мужской,чебоксары,россия,198,02.09.2022,25000.0,Apex Legends
243559,36,мужской,санкт-петербург,россия,170,03.09.2022,25000.0,League of Legends
243559,36,мужской,санкт-петербург,россия,170,03.09.2022,25000.0,Valorant
243559,36,мужской,санкт-петербург,россия,170,03.09.2022,25000.0,Apex Legends
244297,34,мужской,москва,россия,499,03.09.2022,25000.0,League of Legends
244297,34,мужской,москва,россия,499,03.09.2022,25000.0,Valorant
244297,34,мужской,москва,россия,499,03.09.2022,25000.0,Apex Legends
246431,19,мужской,ломоносов,россия,20,03.09.2022,25000.0,League of Legends
246431,19,мужской,ломоносов,россия,20,03.09.2022,25000.0,Valorant
246431,19,мужской,ломоносов,россия,20,03.09.2022,25000.0,Apex Legends
246926,19,мужской,москва,россия,,03.09.2022,25000.0,League of Legends
246926,19,мужской,москва,россия,,03.09.2022,25000.0,Valorant
246926,19,мужской,москва,россия,,03.09.2022,25000.0,Apex Legends
246949,19,мужской,санкт-петербург,россия,4701,03.09.2022,25000.0,League of Legends
247023,45,женский,москва,россия,21933,22.01.2022,25000.0,League of Legends
247090,40,мужской,обнинск,россия,59,03.09.2022,25000.0,Hearthstone
247265,37,мужской,хотьково,россия,,21.08.2022,25000.0,Overwatch
247400,34,мужской,хабаровск,россия,0,03.09.2022,25000.0,Overwatch
247411,19,мужской,москва,россия,250,03.09.2022,25000.0,FIFA
248254,28,женский,санкт-петербург,россия,4927,25.09.2019,25000.0,FIFA
251150,35,мужской,москва,россия,,03.09.2022,25000.0,FIFA
252108,39,мужской,москва,россия,263,01.09.2022,25000.0,FIFA
253040,35,мужской,санкт-петербург,россия,273,03.09.2022,25000.0,Valorant
253428,36,мужской,саянск,россия,91,29.08.2022,25000.0,Valorant
253853,39,женский,москва,россия,57,27.05.2021,25000.0,Warcraft III
254982,19,мужской,москва,россия,94,02.09.2022,25000.0,Warcraft III
255992,36,мужской,обнинск,россия,564,03.09.2022,25000.0,Warcraft III
256264,37,мужской,санкт-петербург,россия,83,03.09.2022,25000.0,Warcraft III
257426,45,мужской,санкт-петербург,россия,133,03.09.2022,25000.0,Warcraft III
258139,39,женский,город не указан,россия,636,08.08.2022,25000.0,Valorant
258481,35,мужской,санкт-петербург,россия,170,03.09.2022,25000.0,Valorant
258633,45,мужской,город не указан,россия,306,03.09.2022,25000.0,Valorant
259894,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Valorant
260196,36,мужской,praha,чехия,569,03.09.2022,212600.0,PUBG
260196,36,мужской,praha,чехия,569,03.09.2022,212600.0,Hearthstone
260196,36,мужской,praha,чехия,569,03.09.2022,212600.0,Overwatch
261537,19,мужской,белгород,россия,605,03.09.2022,25000.0,PUBG
261537,19,мужской,белгород,россия,605,03.09.2022,25000.0,Hearthstone
261537,19,мужской,белгород,россия,605,03.09.2022,25000.0,Overwatch
262226,39,мужской,санкт-петербург,россия,15,03.11.2018,25000.0,PUBG
262226,39,мужской,санкт-петербург,россия,15,03.11.2018,25000.0,Hearthstone
262226,39,мужской,санкт-петербург,россия,15,03.11.2018,25000.0,Overwatch
262417,36,женский,санкт-петербург,россия,387,27.08.2022,25000.0,PUBG
262417,36,женский,санкт-петербург,россия,387,27.08.2022,25000.0,Hearthstone
262417,36,женский,санкт-петербург,россия,387,27.08.2022,25000.0,Overwatch
262568,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,PUBG
262568,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Hearthstone
262568,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Overwatch
264086,39,мужской,москва,россия,181,01.09.2022,25000.0,PUBG
264086,39,мужской,москва,россия,181,01.09.2022,25000.0,Hearthstone
264086,39,мужской,москва,россия,181,01.09.2022,25000.0,Overwatch
265263,35,мужской,москва,россия,139,03.09.2022,25000.0,PUBG
265263,35,мужской,москва,россия,139,03.09.2022,25000.0,Hearthstone
265263,35,мужской,москва,россия,139,03.09.2022,25000.0,Overwatch
266509,19,женский,москва,россия,,29.08.2022,25000.0,PUBG
266509,19,женский,москва,россия,,29.08.2022,25000.0,Hearthstone
266509,19,женский,москва,россия,,29.08.2022,25000.0,Overwatch
267368,19,женский,санкт-петербург,россия,176,03.09.2022,25000.0,Valorant
267897,39,мужской,гатчина,россия,174,03.09.2022,25000.0,Apex Legends
268162,122,мужской,москва,россия,83,01.09.2022,25000.0,Apex Legends
268775,39,мужской,санкт-петербург,россия,259,03.09.2022,25000.0,StarCraft 2
268775,39,мужской,санкт-петербург,россия,259,03.09.2022,25000.0,Warface
268775,39,мужской,санкт-петербург,россия,259,03.09.2022,25000.0,Free Fire
269572,49,мужской,санкт-петербург,россия,1587,28.03.2017,25000.0,StarCraft 2
269572,49,мужской,санкт-петербург,россия,1587,28.03.2017,25000.0,Warface
269572,49,мужской,санкт-петербург,россия,1587,28.03.2017,25000.0,Free Fire
270887,36,мужской,улан-удэ,россия,,03.09.2022,25000.0,StarCraft 2
270887,36,мужской,улан-удэ,россия,,03.09.2022,25000.0,Warface
270887,36,мужской,улан-удэ,россия,,03.09.2022,25000.0,Free Fire
271275,39,женский,москва,россия,1793,28.10.2020,25000.0,StarCraft 2
271275,39,женский,москва,россия,1793,28.10.2020,25000.0,Warface
271275,39,женский,москва,россия,1793,28.10.2020,25000.0,Free Fire
272471,18,мужской,москва,россия,58,03.09.2022,25000.0,StarCraft 2
272471,18,мужской,москва,россия,58,03.09.2022,25000.0,Warface
272471,18,мужской,москва,россия,58,03.09.2022,25000.0,Free Fire
273468,38,мужской,новосибирск,россия,602,03.09.2022,25000.0,Apex Legends
274637,42,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Dota 2
278419,22,женский,москва,россия,,03.09.2022,25000.0,Dota 2
279122,35,мужской,город не указан,россия,,03.09.2022,25000.0,Dota 2
279215,19,мужской,москва,россия,371,03.09.2022,25000.0,Dota 2
281917,22,мужской,москва,россия,722,02.09.2022,25000.0,Apex Legends
282270,34,мужской,город не указан,россия,303,03.09.2022,25000.0,Apex Legends
282471,40,мужской,сестрорецк,россия,12,03.09.2022,25000.0,Apex Legends
282677,31,мужской,санкт-петербург,россия,73,03.09.2022,25000.0,Apex Legends
283456,45,мужской,санкт-петербург,россия,184,02.09.2022,25000.0,Apex Legends
284675,34,мужской,санкт-петербург,россия,1746,03.09.2022,25000.0,Apex Legends
284911,36,мужской,санкт-петербург,россия,150,02.09.2022,25000.0,League of Legends
285074,45,мужской,санкт-петербург,россия,64,03.09.2022,25000.0,League of Legends
285920,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
286410,36,мужской,москва,россия,,01.09.2022,25000.0,League of Legends
286623,37,мужской,санкт-петербург,россия,59,11.10.2021,25000.0,League of Legends
286969,38,мужской,москва,россия,54,28.08.2022,25000.0,League of Legends
287081,22,мужской,питкяранта,россия,849,03.09.2022,25000.0,League of Legends
287381,45,женский,москва,россия,311,29.08.2022,25000.0,Warcraft III
287516,36,женский,нижний новгород,россия,1604,03.09.2022,25000.0,Warcraft III
287771,38,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warcraft III
288401,22,мужской,санкт-петербург,россия,,30.08.2022,25000.0,Warcraft III
288674,22,женский,санкт-петербург,россия,215,03.09.2022,25000.0,Warcraft III
288706,49,мужской,барнаул,россия,297,03.09.2022,25000.0,Warcraft III
288760,37,мужской,москва,россия,117,03.09.2022,25000.0,League of Legends
289475,35,мужской,москва,россия,,03.09.2022,25000.0,Apex Legends
290048,39,мужской,санкт-петербург,россия,731,02.09.2022,25000.0,Apex Legends
290090,35,мужской,санкт-петербург,россия,398,03.09.2022,25000.0,PUBG
290483,34,мужской,балаково,россия,71,03.09.2022,25000.0,PUBG
290696,35,мужской,санкт-петербург,россия,247,03.09.2022,25000.0,PUBG
292187,49,мужской,санкт-петербург,россия,,03.09.2022,25000.0,PUBG
292863,35,мужской,москва,россия,,03.09.2022,25000.0,PUBG
293072,38,мужской,петрозаводск,россия,306,03.09.2022,25000.0,Valorant
293234,35,мужской,санкт-петербург,россия,,10.06.2020,25000.0,Valorant
293660,19,мужской,город не указан,россия,10585,,25000.0,League of Legends
293660,19,мужской,город не указан,россия,10585,,25000.0,Valorant
293660,19,мужской,город не указан,россия,10585,,25000.0,Apex Legends
294125,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
294125,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Valorant
294125,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Apex Legends
295216,36,мужской,санкт-петербург,россия,331,03.09.2022,25000.0,League of Legends
295216,36,мужской,санкт-петербург,россия,331,03.09.2022,25000.0,Valorant
295216,36,мужской,санкт-петербург,россия,331,03.09.2022,25000.0,Apex Legends
295948,36,мужской,сергиев посад,россия,,03.09.2022,25000.0,League of Legends
295948,36,мужской,сергиев посад,россия,,03.09.2022,25000.0,Valorant
295948,36,мужской,сергиев посад,россия,,03.09.2022,25000.0,Apex Legends
296257,19,мужской,кострома,россия,442,03.09.2022,25000.0,League of Legends
296257,19,мужской,кострома,россия,442,03.09.2022,25000.0,Valorant
296257,19,мужской,кострома,россия,442,03.09.2022,25000.0,Apex Legends
297066,35,мужской,москва,россия,100,03.09.2022,25000.0,League of Legends
297066,35,мужской,москва,россия,100,03.09.2022,25000.0,Valorant
297066,35,мужской,москва,россия,100,03.09.2022,25000.0,Apex Legends
297229,35,мужской,санкт-петербург,россия,,27.08.2022,25000.0,Valorant
297505,35,мужской,санкт-петербург,россия,4563,03.09.2022,25000.0,Valorant
297530,19,мужской,город не указан,россия,746,03.09.2022,25000.0,Valorant
299683,45,женский,санкт-петербург,россия,2375,03.09.2022,25000.0,Fortnite
300573,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Fortnite
300702,45,мужской,санкт-петербург,россия,192,03.09.2022,25000.0,Fortnite
301025,45,мужской,екатеринбург,россия,,01.09.2022,25000.0,Fortnite
301309,45,мужской,москва,россия,653,03.09.2022,25000.0,Fortnite
301740,36,мужской,москва,россия,1550,03.09.2022,25000.0,Valorant
302468,35,мужской,санкт-петербург,россия,158,05.06.2020,25000.0,Valorant
302922,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
302922,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
302922,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
304210,27,мужской,москва,россия,8844,03.09.2022,25000.0,StarCraft 2
304210,27,мужской,москва,россия,8844,03.09.2022,25000.0,Warface
304210,27,мужской,москва,россия,8844,03.09.2022,25000.0,Free Fire
304672,40,мужской,москва,россия,61,03.09.2022,25000.0,StarCraft 2
304672,40,мужской,москва,россия,61,03.09.2022,25000.0,Warface
304672,40,мужской,москва,россия,61,03.09.2022,25000.0,Free Fire
307121,45,мужской,санкт-петербург,россия,,03.09.2022,75000.0,StarCraft 2
307121,45,мужской,санкт-петербург,россия,,03.09.2022,75000.0,Warface
307121,45,мужской,санкт-петербург,россия,,03.09.2022,75000.0,Free Fire
308119,43,мужской,санкт-петербург,россия,76,02.09.2022,75000.0,StarCraft 2
308119,43,мужской,санкт-петербург,россия,76,02.09.2022,75000.0,Warface
308119,43,мужской,санкт-петербург,россия,76,02.09.2022,75000.0,Free Fire
308601,45,женский,санкт-петербург,россия,,03.09.2022,75000.0,StarCraft 2
308601,45,женский,санкт-петербург,россия,,03.09.2022,75000.0,Warface
308601,45,женский,санкт-петербург,россия,,03.09.2022,75000.0,Free Fire
309066,26,мужской,город не указан,россия,,03.09.2022,75000.0,StarCraft 2
309066,26,мужской,город не указан,россия,,03.09.2022,75000.0,Warface
309066,26,мужской,город не указан,россия,,03.09.2022,75000.0,Free Fire
309719,36,мужской,санкт-петербург,россия,232,03.09.2022,25000.0,FIFA
309949,19,мужской,санкт-петербург,россия,117,03.09.2022,25000.0,FIFA
310382,39,мужской,город не указан,россия,,02.09.2022,25000.0,FIFA
310762,45,мужской,всеволожск,россия,55,03.09.2022,25000.0,FIFA
311821,36,мужской,оренбург,россия,671,27.08.2022,25000.0,FIFA
314244,38,мужской,санкт-петербург,россия,189,03.09.2022,50000.0,StarCraft 2
314244,38,мужской,санкт-петербург,россия,189,03.09.2022,50000.0,Warface
314244,38,мужской,санкт-петербург,россия,189,03.09.2022,50000.0,Free Fire
315059,19,мужской,владивосток,россия,96,03.09.2022,50000.0,Dota 2
318043,39,мужской,санкт-петербург,россия,99,03.09.2022,50000.0,Dota 2
319019,35,мужской,санкт-петербург,россия,264,03.09.2022,50000.0,Dota 2
319535,45,мужской,санкт-петербург,россия,,03.09.2022,50000.0,Dota 2
319883,44,мужской,санкт-петербург,россия,192,10.06.2021,50000.0,Valorant
320691,34,женский,город не указан,россия,,01.09.2022,50000.0,Valorant
321253,36,мужской,санкт-петербург,россия,132,03.09.2022,50000.0,Valorant
322195,38,мужской,amsterdam,нидерланды,31,03.09.2022,531500.0,Quake Champions
322815,40,мужской,гатчина,россия,,03.09.2022,50000.0,Quake Champions
323117,37,мужской,москва,россия,197,03.09.2022,50000.0,CS:GO
323561,39,мужской,город не указан,россия,661,03.09.2022,25000.0,CS:GO
324412,45,мужской,санкт-петербург,россия,,02.09.2022,25000.0,PUBG
324412,45,мужской,санкт-петербург,россия,,02.09.2022,25000.0,Hearthstone
324412,45,мужской,санкт-петербург,россия,,02.09.2022,25000.0,Overwatch
324686,19,мужской,севастополь,россия,,03.09.2022,25000.0,PUBG
324686,19,мужской,севастополь,россия,,03.09.2022,25000.0,Hearthstone
324686,19,мужской,севастополь,россия,,03.09.2022,25000.0,Overwatch
325692,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,PUBG
325692,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Hearthstone
325692,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Overwatch
326185,45,мужской,sofia,болгария,313,03.09.2022,531500.0,PUBG
326185,45,мужской,sofia,болгария,313,03.09.2022,531500.0,Hearthstone
326185,45,мужской,sofia,болгария,313,03.09.2022,531500.0,Overwatch
327328,45,мужской,якутск,россия,,01.09.2022,25000.0,PUBG
327328,45,мужской,якутск,россия,,01.09.2022,25000.0,Hearthstone
327328,45,мужской,якутск,россия,,01.09.2022,25000.0,Overwatch
327575,36,мужской,санкт-петербург,россия,251,02.09.2022,25000.0,PUBG
327575,36,мужской,санкт-петербург,россия,251,02.09.2022,25000.0,Hearthstone
327575,36,мужской,санкт-петербург,россия,251,02.09.2022,25000.0,Overwatch
328001,19,мужской,город не указан,россия,,01.09.2022,25000.0,PUBG
328001,19,мужской,город не указан,россия,,01.09.2022,25000.0,Hearthstone
328001,19,мужской,город не указан,россия,,01.09.2022,25000.0,Overwatch
329806,37,мужской,атырау,казахстан,244,03.09.2022,777000.0,CS:GO
330423,19,мужской,санкт-петербург,россия,3530,03.09.2022,25000.0,Dota Underlords
330423,19,мужской,санкт-петербург,россия,3530,03.09.2022,25000.0,Quake Champions
330423,19,мужской,санкт-петербург,россия,3530,03.09.2022,25000.0,Heroes of the Storm
330469,39,мужской,санкт-петербург,россия,97,17.08.2022,25000.0,Dota Underlords
330469,39,мужской,санкт-петербург,россия,97,17.08.2022,25000.0,Quake Champions
330469,39,мужской,санкт-петербург,россия,97,17.08.2022,25000.0,Heroes of the Storm
331829,24,мужской,город не указан,россия,,03.09.2022,25000.0,Dota Underlords
331829,24,мужской,город не указан,россия,,03.09.2022,25000.0,Quake Champions
331829,24,мужской,город не указан,россия,,03.09.2022,25000.0,Heroes of the Storm
334437,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Dota Underlords
334437,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Quake Champions
334437,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Heroes of the Storm
335110,41,мужской,астрахань,россия,103,02.09.2022,25000.0,Dota Underlords
335110,41,мужской,астрахань,россия,103,02.09.2022,25000.0,Quake Champions
335110,41,мужской,астрахань,россия,103,02.09.2022,25000.0,Heroes of the Storm
335350,24,мужской,санкт-петербург,россия,166,03.09.2022,25000.0,Dota Underlords
335350,24,мужской,санкт-петербург,россия,166,03.09.2022,25000.0,Quake Champions
335350,24,мужской,санкт-петербург,россия,166,03.09.2022,25000.0,Heroes of the Storm
336132,22,мужской,якутск,россия,202,03.09.2022,25000.0,CS:GO
337022,19,мужской,минск,беларусь,682,03.09.2022,50000.0,CS:GO
337263,22,мужской,город не указан,россия,103,03.09.2022,25000.0,Quake Champions
337947,40,мужской,нур-султан / астана,казахстан,139,03.09.2022,777000.0,Quake Champions
340026,45,мужской,москва,россия,99,03.09.2022,25000.0,Quake Champions
340194,37,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Quake Champions
340303,19,женский,санкт-петербург,россия,1208,03.09.2022,25000.0,Dota 2
341271,19,мужской,санкт-петербург,россия,92,03.09.2022,25000.0,Dota 2
341942,42,мужской,санкт-петербург,россия,69,03.09.2022,25000.0,StarCraft 2
341942,42,мужской,санкт-петербург,россия,69,03.09.2022,25000.0,Warface
341942,42,мужской,санкт-петербург,россия,69,03.09.2022,25000.0,Free Fire
342152,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
342152,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
342152,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
343245,39,мужской,екатеринбург,россия,,02.09.2022,25000.0,StarCraft 2
343245,39,мужской,екатеринбург,россия,,02.09.2022,25000.0,Warface
343245,39,мужской,екатеринбург,россия,,02.09.2022,25000.0,Free Fire
343481,22,мужской,екатеринбург,россия,365,02.09.2022,25000.0,StarCraft 2
343481,22,мужской,екатеринбург,россия,365,02.09.2022,25000.0,Warface
343481,22,мужской,екатеринбург,россия,365,02.09.2022,25000.0,Free Fire
344318,36,мужской,санкт-петербург,россия,,02.09.2022,25000.0,FIFA
344949,38,мужской,краснодар,россия,1625,03.09.2022,25000.0,FIFA
345541,36,мужской,hamburg,германия,136,03.09.2022,159450.0,FIFA
348201,45,мужской,санкт-петербург,россия,442,03.09.2022,25000.0,FIFA
348287,45,мужской,санкт-петербург,россия,583,03.09.2022,25000.0,FIFA
348471,45,мужской,санкт-петербург,россия,163,03.09.2022,25000.0,FIFA
349672,44,мужской,рязань,россия,116,03.09.2022,25000.0,FIFA
350217,45,женский,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
350261,33,мужской,санкт-петербург,россия,496,03.09.2022,25000.0,FIFA
350312,19,мужской,санкт-петербург,россия,514,03.09.2022,25000.0,FIFA
352639,22,мужской,санкт-петербург,россия,93,03.09.2022,25000.0,FIFA
352895,35,женский,калуга,россия,2316,28.04.2022,25000.0,FIFA
354600,19,женский,санкт-петербург,россия,,02.09.2022,25000.0,FIFA
355378,41,мужской,москва,россия,,10.08.2022,25000.0,StarCraft 2
355378,41,мужской,москва,россия,,10.08.2022,25000.0,Warface
355378,41,мужской,москва,россия,,10.08.2022,25000.0,Free Fire
356015,22,мужской,москва,россия,31,03.09.2022,25000.0,StarCraft 2
356015,22,мужской,москва,россия,31,03.09.2022,25000.0,Warface
356015,22,мужской,москва,россия,31,03.09.2022,25000.0,Free Fire
356506,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
356506,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
356506,39,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
356795,22,мужской,город не указан,россия,,02.09.2022,25000.0,StarCraft 2
356795,22,мужской,город не указан,россия,,02.09.2022,25000.0,Warface
356795,22,мужской,город не указан,россия,,02.09.2022,25000.0,Free Fire
357011,24,мужской,город не указан,россия,122,03.09.2022,25000.0,Dota 2
358027,37,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Dota 2
358193,19,мужской,санкт-петербург,россия,254,03.09.2022,25000.0,Dota 2
359924,37,мужской,санкт-петербург,россия,84,03.09.2022,25000.0,League of Legends
359924,37,мужской,санкт-петербург,россия,84,03.09.2022,25000.0,Valorant
359924,37,мужской,санкт-петербург,россия,84,03.09.2022,25000.0,Apex Legends
360474,45,мужской,петрозаводск,россия,,03.09.2022,25000.0,League of Legends
360474,45,мужской,петрозаводск,россия,,03.09.2022,25000.0,Valorant
360474,45,мужской,петрозаводск,россия,,03.09.2022,25000.0,Apex Legends
361410,36,мужской,санкт-петербург,россия,20,03.09.2022,25000.0,League of Legends
361410,36,мужской,санкт-петербург,россия,20,03.09.2022,25000.0,Valorant
361410,36,мужской,санкт-петербург,россия,20,03.09.2022,25000.0,Apex Legends
362041,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,League of Legends
362041,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Valorant
362041,35,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Apex Legends
364817,45,женский,город не указан,россия,,03.09.2022,25000.0,League of Legends
364817,45,женский,город не указан,россия,,03.09.2022,25000.0,Valorant
364817,45,женский,город не указан,россия,,03.09.2022,25000.0,Apex Legends
365179,39,мужской,санкт-петербург,россия,688,10.08.2022,25000.0,League of Legends
365179,39,мужской,санкт-петербург,россия,688,10.08.2022,25000.0,Valorant
365179,39,мужской,санкт-петербург,россия,688,10.08.2022,25000.0,Apex Legends
366206,39,мужской,москва,россия,345,,25000.0,League of Legends
366206,39,мужской,москва,россия,345,,25000.0,Valorant
366206,39,мужской,москва,россия,345,,25000.0,Apex Legends
366445,19,мужской,москва,россия,68,03.09.2022,25000.0,League of Legends
366445,19,мужской,москва,россия,68,03.09.2022,25000.0,Valorant
366445,19,мужской,москва,россия,68,03.09.2022,25000.0,Apex Legends
366697,39,мужской,санкт-петербург,россия,105,31.08.2022,25000.0,League of Legends
366697,39,мужской,санкт-петербург,россия,105,31.08.2022,25000.0,Valorant
366697,39,мужской,санкт-петербург,россия,105,31.08.2022,25000.0,Apex Legends
367581,39,мужской,город не указан,россия,1391,03.09.2022,25000.0,League of Legends
367581,39,мужской,город не указан,россия,1391,03.09.2022,25000.0,Valorant
367581,39,мужской,город не указан,россия,1391,03.09.2022,25000.0,Apex Legends
367606,50,женский,санкт-петербург,россия,1254,03.09.2022,25000.0,League of Legends
367606,50,женский,санкт-петербург,россия,1254,03.09.2022,25000.0,Valorant
367606,50,женский,санкт-петербург,россия,1254,03.09.2022,25000.0,Apex Legends
367972,39,мужской,санкт-петербург,россия,180,03.09.2022,25000.0,StarCraft 2
368182,24,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
368588,37,мужской,москва,россия,97,03.09.2022,25000.0,StarCraft 2
368708,24,мужской,москва,россия,,03.09.2022,25000.0,Apex Legends
368872,26,мужской,город не указан,россия,320,03.09.2022,25000.0,Apex Legends
369522,19,мужской,санкт-петербург,россия,173,02.09.2022,25000.0,Apex Legends
369789,45,женский,санкт-петербург,россия,1362,03.09.2022,25000.0,Warcraft III
370828,45,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Fortnite
371014,45,мужской,санкт-петербург,россия,282,02.09.2022,25000.0,Fortnite
371853,38,мужской,санкт-петербург,россия,90,30.08.2022,25000.0,Fortnite
372561,46,мужской,санкт-петербург,россия,345,03.09.2022,25000.0,Fortnite
373209,35,мужской,санкт-петербург,россия,281,03.09.2022,25000.0,Fortnite
373973,41,мужской,великий новгород,россия,489,03.09.2022,25000.0,Fortnite
374069,45,женский,город не указан,россия,449,03.09.2022,25000.0,Warcraft III
374974,22,мужской,москва,россия,,03.09.2022,25000.0,Warcraft III
376780,22,мужской,город не указан,россия,,,25000.0,Warcraft III
378231,45,мужской,ярославль,россия,,14.07.2022,25000.0,Warcraft III
378575,45,мужской,санкт-петербург,россия,1196,03.09.2022,25000.0,Warcraft III
384241,36,мужской,город не указан,россия,59,02.09.2022,25000.0,Warcraft III
384558,34,мужской,город не указан,россия,,01.09.2022,25000.0,Warcraft III
385184,38,мужской,москва,россия,2057,03.09.2022,25000.0,Apex Legends
385947,45,мужской,санкт-петербург,россия,478,03.09.2022,25000.0,League of Legends
386679,38,мужской,москва,россия,339,03.09.2022,25000.0,League of Legends
389489,37,мужской,город не указан,россия,,31.08.2022,25000.0,StarCraft 2
389489,37,мужской,город не указан,россия,,31.08.2022,25000.0,Warface
389489,37,мужской,город не указан,россия,,31.08.2022,25000.0,Free Fire
391355,22,мужской,москва,россия,78,03.09.2022,25000.0,StarCraft 2
391355,22,мужской,москва,россия,78,03.09.2022,25000.0,Warface
391355,22,мужской,москва,россия,78,03.09.2022,25000.0,Free Fire
391689,36,мужской,санкт-петербург,россия,32,03.09.2022,25000.0,StarCraft 2
391689,36,мужской,санкт-петербург,россия,32,03.09.2022,25000.0,Warface
391689,36,мужской,санкт-петербург,россия,32,03.09.2022,25000.0,Free Fire
393939,27,мужской,город не указан,россия,5928,27.02.2015,25000.0,StarCraft 2
393939,27,мужской,город не указан,россия,5928,27.02.2015,25000.0,Warface
393939,27,мужской,город не указан,россия,5928,27.02.2015,25000.0,Free Fire
393945,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,StarCraft 2
393945,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Warface
393945,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Free Fire
395292,22,женский,иркутск,россия,,13.04.2021,25000.0,StarCraft 2
395292,22,женский,иркутск,россия,,13.04.2021,25000.0,Warface
395292,22,женский,иркутск,россия,,13.04.2021,25000.0,Free Fire
395687,34,мужской,санкт-петербург,россия,144,03.09.2022,25000.0,League of Legends
395846,22,мужской,город не указан,россия,40,02.09.2022,25000.0,League of Legends
396890,22,мужской,город не указан,россия,49,03.09.2022,25000.0,League of Legends
397209,37,мужской,санкт-петербург,россия,13,03.09.2022,25000.0,League of Legends
397821,19,мужской,москва,россия,877,03.09.2022,25000.0,Apex Legends
398068,19,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Apex Legends
398079,34,мужской,санкт-петербург,россия,396,03.09.2022,25000.0,Apex Legends
398106,45,мужской,москва,россия,,03.09.2022,25000.0,StarCraft 2
398680,30,женский,москва,россия,16572,25.09.2020,25000.0,StarCraft 2
401259,37,мужской,санкт-петербург,россия,162,01.09.2022,25000.0,Valorant
402990,45,мужской,санкт-петербург,россия,83,02.09.2022,25000.0,PUBG
402990,45,мужской,санкт-петербург,россия,83,02.09.2022,25000.0,Hearthstone
402990,45,мужской,санкт-петербург,россия,83,02.09.2022,25000.0,Overwatch
403258,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,PUBG
403258,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Hearthstone
403258,34,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Overwatch
403801,26,мужской,stockholm,швеция,,03.09.2022,159450.0,PUBG
403801,26,мужской,stockholm,швеция,,03.09.2022,159450.0,Hearthstone
403801,26,мужской,stockholm,швеция,,03.09.2022,159450.0,Overwatch
404078,42,мужской,санкт-петербург,россия,,03.09.2022,25000.0,PUBG
404078,42,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Hearthstone
404078,42,мужской,санкт-петербург,россия,,03.09.2022,25000.0,Overwatch
405215,45,женский,санкт-петербург,россия,642,03.09.2022,25000.0,PUBG
405215,45,женский,санкт-петербург,россия,642,03.09.2022,25000.0,Hearthstone
